index,surah,ayah,transliteration
1275,9,40,illa tansuruhu faqad nasarahu al-lahu idh akhrajahu alladhina kafaru thaniya ith'nayni idh huma fi al-ghari idh yaqulu lisahibihi la tahzan inna al-laha ma'ana fa-anzala al-lahu sakinatahu alayhi wa-ayyadahu bijunudin lam tarawha waja'ala kalimata alladhina kafaru as-suf'la wakalimatu al-lahi hiya al-'ul'ya wal-lahu azizun hakimun
1276,9,41,infiru khifafan wathiqalan wajahidu bi-amwalikum wa-anfusikum fi sabili al-lahi dhalikum khayrun lakum in kuntum ta'lamuna
1277,9,42,law kana aradan qariban wasafaran qasidan la-ittaba'uka walakin ba'udat alayhimu as-shuqatu wasayahlifuna bil-lahi lawi is'tata'na lakharajna ma'akum yuh'likuna anfusahum wal-lahu ya'lamu innahum lakadhibuna
1278,9,43,afa al-lahu anka lima adhinta lahum hatta yatabayyana laka alladhina sadaqu wata'lama al-kadhibina
1279,9,44,la yastadhinuka alladhina yu'minuna bil-lahi wal-yawmi al-akhiri an yujahidu bi-amwalihim wa-anfusihim wal-lahu alimun bil-mutaqina
1280,9,45,innama yastadhinuka alladhina la yu'minuna bil-lahi wal-yawmi al-akhiri wa-ir'tabat qulubuhum fahum fi raybihim yataraddaduna
1281,9,46,walaw aradu al-khuruja la-a'addu lahu uddatan walakin kariha al-lahu inbi'athahum fathabbatahum waqila uq'udu ma'a al-qa'idina
1282,9,47,law kharaju fikum ma zadukum illa khabalan wala-awda'u khilalakum yabghunakumu al-fit'nata wafikum samma'una lahum wal-lahu alimun bil-zalimina
1283,9,48,laqadi ib'taghawu al-fit'nata min qablu waqallabu laka al-umura hatta jaa al-haqu wazahara amru al-lahi wahum karihuna
1284,9,49,wamin'hum man yaqulu i'dhan li wala taftinni ala fi al-fit'nati saqatu wa-inna jahannama lamuhitatun bil-kafirina
1285,9,50,in tusib'ka hasanatun tasu'hum wa-in tusib'ka musibatun yaqulu qad akhadhna amrana min qablu wayatawallaw wahum farihuna
1286,9,51,qul lan yusibana illa ma kataba al-lahu lana huwa mawlana wa'ala al-lahi falyatawakkali al-mu'minuna
1287,9,52,qul hal tarabbasuna bina illa ih'da al-hus'nayayni wanahnu natarabbasu bikum an yusibakumu al-lahu bi'adhabin min indihi aw bi-aydina fatarabbasu inna ma'akum mutarabbisuna
1288,9,53,qul anfiqu taw'an aw karhan lan yutaqabbala minkum innakum kuntum qawman fasiqina
1289,9,54,wama mana'ahum an tuq'bala min'hum nafaqatuhum illa annahum kafaru bil-lahi wabirasulihi wala yatuna as-salata illa wahum kusala wala yunfiquna illa wahum karihuna
1290,9,55,fala tu'jib'ka amwaluhum wala awladuhum innama yuridu al-lahu liyu'adhibahum biha fi al-hayati ad-dun'ya watazhaqa anfusuhum wahum kafiruna
1291,9,56,wayahlifuna bil-lahi innahum laminkum wama hum minkum walakinnahum qawmun yafraquna
1292,9,57,law yajiduna malja-an aw magharatin aw muddakhalan lawallaw ilayhi wahum yajmahuna
1293,9,58,wamin'hum man yalmizuka fi as-sadaqati fa-in u'tu min'ha radu wa-in lam yu'taw min'ha idha hum yaskhatuna
1294,9,59,walaw annahum radu ma atahumu al-lahu warasuluhu waqalu hasbuna al-lahu sayu'tina al-lahu min fadlihi warasuluhu inna ila al-lahi raghibuna
1295,9,60,innama as-sadaqatu lil'fuqarai wal-masakini wal-'amilina alayha wal-mu-alafati qulubuhum wafi ar-riqabi wal-gharimina wafi sabili al-lahi wa-ib'ni as-sabili faridatan mina al-lahi wal-lahu alimun hakimun
1296,9,61,wamin'humu alladhina yu'dhuna an-nabiya wayaquluna huwa udhunun qul udhunu khayrin lakum yu'minu bil-lahi wayu'minu lil'mu'minina warahmatun lilladhina amanu minkum wa-alladhina yu'dhuna rasula al-lahi lahum adhabun alimun
1297,9,62,yahlifuna bil-lahi lakum liyur'dukum wal-lahu warasuluhu ahaqqu an yur'duhu in kanu mu'minina
1298,9,63,alam ya'lamu annahu man yuhadidi al-laha warasulahu fa-anna lahu nara jahannama khalidan fiha dhalika al-khiz'yu al-'azimu
1299,9,64,yahdharu al-munafiquna an tunazzala alayhim suratun tunabbi-uhum bima fi qulubihim quli is'tahziu inna al-laha mukh'rijun ma tahdharuna
1300,9,65,wala-in sa-altahum layaqulunna innama kunna nakhudu wanal'abu qul abil-lahi waayatihi warasulihi kuntum tastahziuna
1301,9,66,la ta'tadhiru qad kafartum ba'da imanikum in na'fu an taifatin minkum nu'adhib taifatan bi-annahum kanu muj'rimina
1302,9,67,al-munafiquna wal-munafiqatu ba'duhum min ba'din yamuruna bil-munkari wayanhawna ani al-ma'rufi wayaqbiduna aydiyahum nasu al-laha fanasiyahum inna al-munafiqina humu al-fasiquna
1303,9,68,wa'ada al-lahu al-munafiqina wal-munafiqati wal-kufara nara jahannama khalidina fiha hiya hasbuhum wala'anahumu al-lahu walahum adhabun muqimun
1304,9,69,ka-alladhina min qablikum kanu ashadda minkum quwwatan wa-akthara amwalan wa-awladan fa-is'tamta'u bikhalaqihim fa-is'tamta'tum bikhalaqikum kama is'tamta'a alladhina min qablikum bikhalaqihim wakhud'tum ka-alladhi khadu ulaika habitat a'maluhum fi ad-dun'ya wal-akhirati wa-ulaika humu al-khasiruna
1305,9,70,alam yatihim naba-u alladhina min qablihim qawmi nuhin wa'adin wathamuda waqawmi ib'rahima wa-ashabi madyana wal-mu'tafikati atathum rusuluhum bil-bayinati fama kana al-lahu liyazlimahum walakin kanu anfusahum yazlimuna
1306,9,71,wal-mu'minuna wal-mu'minatu ba'duhum awliyau ba'din yamuruna bil-ma'rufi wayanhawna ani al-munkari wayuqimuna as-salata wayu'tuna az-zakata wayuti'una al-laha warasulahu ulaika sayarhamuhumu al-lahu inna al-laha azizun hakimun
1307,9,72,wa'ada al-lahu al-mu'minina wal-mu'minati jannatin tajri min tahtiha al-anharu khalidina fiha wamasakina tayyibatan fi jannati adnin warid'wanun mina al-lahi akbaru dhalika huwa al-fawzu al-'azimu
1308,9,73,yaayyuha an-nabiyu jahidi al-kufara wal-munafiqina wa-ugh'luz alayhim wamawahum jahannamu wabi'sa al-masiru
1309,9,74,yahlifuna bil-lahi ma qalu walaqad qalu kalimata al-kuf'ri wakafaru ba'da is'lamihim wahammu bima lam yanalu wama naqamu illa an aghnahumu al-lahu warasuluhu min fadlihi fa-in yatubu yaku khayran lahum wa-in yatawallaw yu'adhib'humu al-lahu adhaban aliman fi ad-dun'ya wal-akhirati wama lahum fi al-ardi min waliyyin wala nasirin
1310,9,75,wamin'hum man ahada al-laha la-in atana min fadlihi lanassaddaqanna walanakunanna mina as-salihina
1311,9,76,falamma atahum min fadlihi bakhilu bihi watawallaw wahum mu'riduna
1312,9,77,fa-a'qabahum nifaqan fi qulubihim ila yawmi yalqawnahu bima akhlafu al-laha ma wa'aduhu wabima kanu yakdhibuna
1313,9,78,alam ya'lamu anna al-laha ya'lamu sirrahum wanajwahum wa-anna al-laha allamu al-ghuyubi
1314,9,79,alladhina yalmizuna al-mutawi'ina mina al-mu'minina fi as-sadaqati wa-alladhina la yajiduna illa juh'dahum fayaskharuna min'hum sakhira al-lahu min'hum walahum adhabun alimun
1315,9,80,is'taghfir lahum aw la tastaghfir lahum in tastaghfir lahum sab'ina marratan falan yaghfira al-lahu lahum dhalika bi-annahum kafaru bil-lahi warasulihi wal-lahu la yahdi al-qawma al-fasiqina
1316,9,81,fariha al-mukhalafuna bimaq'adihim khilafa rasuli al-lahi wakarihu an yujahidu bi-amwalihim wa-anfusihim fi sabili al-lahi waqalu la tanfiru fi al-hari qul naru jahannama ashaddu harran law kanu yafqahuna
1317,9,82,falyadhaku qalilan walyabku kathiran jazaan bima kanu yaksibuna
1318,9,83,fa-in raja'aka al-lahu ila taifatin min'hum fa-is'tadhanuka lil'khuruji faqul lan takhruju ma'iya abadan walan tuqatilu ma'iya aduwwan innakum raditum bil-qu'udi awwala marratin fa-uq'udu ma'a al-khalifina
1319,9,84,wala tusalli ala ahadin min'hum mata abadan wala taqum ala qabrihi innahum kafaru bil-lahi warasulihi wamatu wahum fasiquna
1320,9,85,wala tu'jib'ka amwaluhum wa-awladuhum innama yuridu al-lahu an yu'adhibahum biha fi ad-dun'ya watazhaqa anfusuhum wahum kafiruna
1321,9,86,wa-idha unzilat suratun an aminu bil-lahi wajahidu ma'a rasulihi is'tadhanaka ulu at-tawli min'hum waqalu dharna nakun ma'a al-qa'idina
1322,9,87,radu bi-an yakunu ma'a al-khawalifi watubi'a ala qulubihim fahum la yafqahuna
1323,9,88,lakini ar-rasulu wa-alladhina amanu ma'ahu jahadu bi-amwalihim wa-anfusihim wa-ulaika lahumu al-khayratu wa-ulaika humu al-muf'lihuna
1324,9,89,a'adda al-lahu lahum jannatin tajri min tahtiha al-anharu khalidina fiha dhalika al-fawzu al-'azimu
1325,9,90,wajaa al-mu'adhiruna mina al-a'rabi liyu'dhana lahum waqa'ada alladhina kadhabu al-laha warasulahu sayusibu alladhina kafaru min'hum adhabun alimun
1326,9,91,laysa ala ad-du'afai wala ala al-marda wala ala alladhina la yajiduna ma yunfiquna harajun idha nasahu lillahi warasulihi ma ala al-muh'sinina min sabilin wal-lahu ghafurun rahimun
1327,9,92,wala ala alladhina idha ma atawka litahmilahum qul'ta la ajidu ma ahmilukum alayhi tawallaw wa-a'yunuhum tafidu mina ad-dam'i hazanan alla yajidu ma yunfiquna
1328,9,93,innama as-sabilu ala alladhina yastadhinunaka wahum aghniyau radu bi-an yakunu ma'a al-khawalifi wataba'a al-lahu ala qulubihim fahum la ya'lamuna
1329,9,94,ya'tadhiruna ilaykum idha raja'tum ilayhim qul la ta'tadhiru lan nu'mina lakum qad nabba-ana al-lahu min akhbarikum wasayara al-lahu amalakum warasuluhu thumma turadduna ila alimi al-ghaybi was-shahadati fayunabbi-ukum bima kuntum ta'maluna
1330,9,95,sayahlifuna bil-lahi lakum idha inqalabtum ilayhim litu'ridu anhum fa-a'ridu anhum innahum rij'sun wamawahum jahannamu jazaan bima kanu yaksibuna
1331,9,96,yahlifuna lakum litardaw anhum fa-in tardaw anhum fa-inna al-laha la yarda ani al-qawmi al-fasiqina
1332,9,97,al-a'rabu ashaddu kuf'ran wanifaqan wa-ajdaru alla ya'lamu hududa ma anzala al-lahu ala rasulihi wal-lahu alimun hakimun
1333,9,98,wamina al-a'rabi man yattakhidhu ma yunfiqu maghraman wayatarabbasu bikumu ad-dawaira alayhim dairatu as-sawi wal-lahu sami'un alimun
1334,9,99,wamina al-a'rabi man yu'minu bil-lahi wal-yawmi al-akhiri wayattakhidhu ma yunfiqu qurubatin inda al-lahi wasalawati ar-rasuli ala innaha qur'batun lahum sayud'khiluhumu al-lahu fi rahmatihi inna al-laha ghafurun rahimun
1335,9,100,was-sabiquna al-awaluna mina al-muhajirina wal-ansari wa-alladhina ittaba'uhum bi-ih'sanin radiya al-lahu anhum waradu anhu wa-a'adda lahum jannatin tajri tahtaha al-anharu khalidina fiha abadan dhalika al-fawzu al-'azimu
1336,9,101,wamimman hawlakum mina al-a'rabi munafiquna wamin ahli al-madinati maradu ala an-nifaqi la ta'lamuhum nahnu na'lamuhum sanu'adhibuhum marratayni thumma yuradduna ila adhabin azimin
1337,9,102,waakharuna i'tarafu bidhunubihim khalatu amalan salihan waakhara sayyi-an asa al-lahu an yatuba alayhim inna al-laha ghafurun rahimun
1338,9,103,khudh min amwalihim sadaqatan tutahhiruhum watuzakkihim biha wasalli alayhim inna salataka sakanun lahum wal-lahu sami'un alimun
1339,9,104,alam ya'lamu anna al-laha huwa yaqbalu at-tawbata an ibadihi wayakhudhu as-sadaqati wa-anna al-laha huwa at-tawabu ar-rahimu
1340,9,105,waquli i'malu fasayara al-lahu amalakum warasuluhu wal-mu'minuna wasaturadduna ila alimi al-ghaybi was-shahadati fayunabbi-ukum bima kuntum ta'maluna
1341,9,106,waakharuna mur'jawna li-amri al-lahi imma yu'adhibuhum wa-imma yatubu alayhim wal-lahu alimun hakimun
1342,9,107,wa-alladhina ittakhadhu masjidan diraran wakuf'ran watafriqan bayna al-mu'minina wa-ir'sadan liman haraba al-laha warasulahu min qablu walayahlifunna in aradna illa al-hus'na wal-lahu yashhadu innahum lakadhibuna
1343,9,108,la taqum fihi abadan lamasjidun ussisa ala at-taqwa min awwali yawmin ahaqqu an taquma fihi fihi rijalun yuhibbuna an yatatahharu wal-lahu yuhibbu al-mutahirina
1344,9,109,afaman assasa bun'yanahu ala taqwa mina al-lahi warid'wanin khayrun am man assasa bun'yanahu ala shafa jurufin harin fa-in'hara bihi fi nari jahannama wal-lahu la yahdi al-qawma az-zalimina
1345,9,110,la yazalu bun'yanuhumu alladhi banaw ribatan fi qulubihim illa an taqatta'a qulubuhum wal-lahu alimun hakimun
1346,9,111,inna al-laha ish'tara mina al-mu'minina anfusahum wa-amwalahum bi-anna lahumu al-janata yuqatiluna fi sabili al-lahi fayaqtuluna wayuq'taluna wa'dan alayhi haqqan fi at-tawrati wal-injili wal-qur'ani waman awfa bi'ahdihi mina al-lahi fa-is'tabshiru bibay'ikumu alladhi baya'tum bihi wadhalika huwa al-fawzu al-'azimu
1347,9,112,at-taibuna al-'abiduna al-hamiduna as-saihuna ar-raki'una as-sajiduna al-amiruna bil-ma'rufi wan-nahuna ani al-munkari wal-hafizuna lihududi al-lahi wabashiri al-mu'minina
1348,9,113,ma kana lilnnabiyyi wa-alladhina amanu an yastaghfiru lil'mush'rikina walaw kanu uli qur'ba min ba'di ma tabayyana lahum annahum ashabu al-jahimi
1349,9,114,wama kana is'tigh'faru ib'rahima li-abihi illa an maw'idatin wa'adaha iyyahu falamma tabayyana lahu annahu aduwwun lillahi tabarra-a min'hu inna ib'rahima la-awwahun halimun
1350,9,115,wama kana al-lahu liyudilla qawman ba'da idh hadahum hatta yubayyina lahum ma yattaquna inna al-laha bikulli shayin alimun
1351,9,116,inna al-laha lahu mul'ku as-samawati wal-ardi yuh'yi wayumitu wama lakum min duni al-lahi min waliyyin wala nasirin
1352,9,117,laqad taba al-lahu ala an-nabiyi wal-muhajirina wal-ansari alladhina ittaba'uhu fi sa'ati al-'us'rati min ba'di ma kada yazighu qulubu fariqin min'hum thumma taba alayhim innahu bihim raufun rahimun
1353,9,118,wa'ala at-thalathati alladhina khullifu hatta idha daqat alayhimu al-ardu bima rahubat wadaqat alayhim anfusuhum wazannu an la malja-a mina al-lahi illa ilayhi thumma taba alayhim liyatubu inna al-laha huwa at-tawabu ar-rahimu
1354,9,119,yaayyuha alladhina amanu ittaqu al-laha wakunu ma'a as-sadiqina
1355,9,120,ma kana li-ahli al-madinati waman hawlahum mina al-a'rabi an yatakhallafu an rasuli al-lahi wala yarghabu bi-anfusihim an nafsihi dhalika bi-annahum la yusibuhum zama-on wala nasabun wala makhmasatun fi sabili al-lahi wala yatauna mawti-an yaghizu al-kufara wala yanaluna min aduwwin naylan illa kutiba lahum bihi amalun salihun inna al-laha la yudi'u ajra al-muh'sinina
1356,9,121,wala yunfiquna nafaqatan saghiratan wala kabiratan wala yaqta'una wadiyan illa kutiba lahum liyajziyahumu al-lahu ahsana ma kanu ya'maluna
1357,9,122,wama kana al-mu'minuna liyanfiru kaffatan falawla nafara min kulli fir'qatin min'hum taifatun liyatafaqqahu fi ad-dini waliyundhiru qawmahum idha raja'u ilayhim la'allahum yahdharuna
1358,9,123,yaayyuha alladhina amanu qatilu alladhina yalunakum mina al-kufari walyajidu fikum ghil'zatan wa-i'lamu anna al-laha ma'a al-mutaqina
1359,9,124,wa-idha ma unzilat suratun famin'hum man yaqulu ayyukum zadathu hadhihi imanan fa-amma alladhina amanu fazadathum imanan wahum yastabshiruna
1360,9,125,wa-amma alladhina fi qulubihim maradun fazadathum rij'san ila rij'sihim wamatu wahum kafiruna
1361,9,126,awala yarawna annahum yuf'tanuna fi kulli amin marratan aw marratayni thumma la yatubuna wala hum yadhakkaruna
1362,9,127,wa-idha ma unzilat suratun nazara ba'duhum ila ba'din hal yarakum min ahadin thumma insarafu sarafa al-lahu qulubahum bi-annahum qawmun la yafqahuna
1363,9,128,laqad jaakum rasulun min anfusikum azizun alayhi ma anittum harisun alaykum bil-mu'minina raufun rahimun
1364,9,129,fa-in tawallaw faqul hasbiya al-lahu la ilaha illa huwa alayhi tawakkaltu wahuwa rabbu al-'arshi al-'azimi
1365,10,1,alif-lam-ra til'ka ayatu al-kitabi al-hakimi
1366,10,2,akana lilnnasi ajaban an awhayna ila rajulin min'hum an andhiri an-nasa wabashiri alladhina amanu anna lahum qadama sid'qin inda rabbihim qala al-kafiruna inna hadha lasahirun mubinun
1367,10,3,inna rabbakumu al-lahu alladhi khalaqa as-samawati wal-arda fi sittati ayyamin thumma is'tawa ala al-'arshi yudabbiru al-amra ma min shafi'in illa min ba'di idh'nihi dhalikumu al-lahu rabbukum fa-u'buduhu afala tadhakkaruna
1368,10,4,ilayhi marji'ukum jami'an wa'da al-lahi haqqan innahu yabda-u al-khalqa thumma yu'iduhu liyajziya alladhina amanu wa'amilu as-salihati bil-qis'ti wa-alladhina kafaru lahum sharabun min hamimin wa'adhabun alimun bima kanu yakfuruna
1369,10,5,huwa alladhi ja'ala as-shamsa diyaan wal-qamara nuran waqaddarahu manazila lita'lamu adada as-sinina wal-hisaba ma khalaqa al-lahu dhalika illa bil-haqi yufassilu al-ayati liqawmin ya'lamuna
1370,10,6,inna fi ikh'tilafi al-layli wan-nahari wama khalaqa al-lahu fi as-samawati wal-ardi laayatin liqawmin yattaquna
1371,10,7,inna alladhina la yarjuna liqaana waradu bil-hayati ad-dun'ya wa-it'ma-annu biha wa-alladhina hum an ayatina ghafiluna
1372,10,8,ulaika mawahumu an-naru bima kanu yaksibuna
1373,10,9,inna alladhina amanu wa'amilu as-salihati yahdihim rabbuhum biimanihim tajri min tahtihimu al-anharu fi jannati an-na'imi
1374,10,10,da'wahum fiha sub'hanaka al-lahuma watahiyyatuhum fiha salamun waakhiru da'wahum ani al-hamdu lillahi rabbi al-'alamina
1375,10,11,walaw yu'ajjilu al-lahu lilnnasi as-shara is'ti'jalahum bil-khayri laqudiya ilayhim ajaluhum fanadharu alladhina la yarjuna liqaana fi tugh'yanihim ya'mahuna
1376,10,12,wa-idha massa al-insana ad-duru da'ana lijanbihi aw qa'idan aw qaiman falamma kashafna anhu durrahu marra ka-an lam yad'una ila durrin massahu kadhalika zuyyina lil'mus'rifina ma kanu ya'maluna
1377,10,13,walaqad ahlakna al-quruna min qablikum lamma zalamu wajaathum rusuluhum bil-bayinati wama kanu liyu'minu kadhalika najzi al-qawma al-muj'rimina
1378,10,14,thumma ja'alnakum khalaifa fi al-ardi min ba'dihim linanzura kayfa ta'maluna
1379,10,15,wa-idha tut'la alayhim ayatuna bayyinatin qala alladhina la yarjuna liqaana i'ti biqur'anin ghayri hadha aw baddil'hu qul ma yakunu li an ubaddilahu min til'qai nafsi in attabi'u illa ma yuha ilayya inni akhafu in asaytu rabbi adhaba yawmin azimin
1380,10,16,qul law shaa al-lahu ma talawtuhu alaykum wala adrakum bihi faqad labith'tu fikum umuran min qablihi afala ta'qiluna
1381,10,17,faman azlamu mimmani if'tara ala al-lahi kadhiban aw kadhaba biayatihi innahu la yuf'lihu al-muj'rimuna
1382,10,18,waya'buduna min duni al-lahi ma la yadurruhum wala yanfa'uhum wayaquluna haulai shufa'auna inda al-lahi qul atunabbiuna al-laha bima la ya'lamu fi as-samawati wala fi al-ardi sub'hanahu wata'ala amma yush'rikuna
1383,10,19,wama kana an-nasu illa ummatan wahidatan fa-ikh'talafu walawla kalimatun sabaqat min rabbika laqudiya baynahum fima fihi yakhtalifuna
1384,10,20,wayaquluna lawla unzila alayhi ayatun min rabbihi faqul innama al-ghaybu lillahi fa-intaziru inni ma'akum mina al-muntazirina
1385,10,21,wa-idha adhaqna an-nasa rahmatan min ba'di darraa massathum idha lahum makrun fi ayatina quli al-lahu asra'u makran inna rusulana yaktubuna ma tamkuruna
1386,10,22,huwa alladhi yusayyirukum fi al-bari wal-bahri hatta idha kuntum fi al-ful'ki wajarayna bihim birihin tayyibatin wafarihu biha jaatha rihun asifun wajaahumu al-mawju min kulli makanin wazannu annahum uhita bihim da'awu al-laha mukh'lisina lahu ad-dina la-in anjaytana min hadhihi lanakunanna mina as-shakirina
1387,10,23,falamma anjahum idha hum yabghuna fi al-ardi bighayri al-haqi yaayyuha an-nasu innama baghyukum ala anfusikum mata'a al-hayati ad-dun'ya thumma ilayna marji'ukum fanunabbi-ukum bima kuntum ta'maluna
1388,10,24,innama mathalu al-hayati ad-dun'ya kamain anzalnahu mina as-samai fa-ikh'talata bihi nabatu al-ardi mimma yakulu an-nasu wal-an'amu hatta idha akhadhati al-ardu zukh'rufaha wa-izzayyanat wazanna ahluha annahum qadiruna alayha ataha amruna laylan aw naharan faja'alnaha hasidan ka-an lam taghna bil-amsi kadhalika nufassilu al-ayati liqawmin yatafakkaruna
1389,10,25,wal-lahu yad'u ila dari as-salami wayahdi man yashau ila siratin mus'taqimin
1390,10,26,lilladhina ahsanu al-hus'na waziyadatun wala yarhaqu wujuhahum qatarun wala dhillatun ulaika ashabu al-janati hum fiha khaliduna
1391,10,27,wa-alladhina kasabu as-sayiati jazau sayyi-atin bimith'liha watarhaquhum dhillatun ma lahum mina al-lahi min asimin ka-annama ugh'shiyat wujuhuhum qita'an mina al-layli muz'liman ulaika ashabu an-nari hum fiha khaliduna
1392,10,28,wayawma nahshuruhum jami'an thumma naqulu lilladhina ashraku makanakum antum washurakaukum fazayyalna baynahum waqala shurakauhum ma kuntum iyyana ta'buduna
1393,10,29,fakafa bil-lahi shahidan baynana wabaynakum in kunna an ibadatikum laghafilina
1394,10,30,hunalika tablu kullu nafsin ma aslafat waruddu ila al-lahi mawlahumu al-haqi wadalla anhum ma kanu yaftaruna
1395,10,31,qul man yarzuqukum mina as-samai wal-ardi amman yamliku as-sam'a wal-absara waman yukh'riju al-haya mina al-mayiti wayukh'riju al-mayita mina al-hayi waman yudabbiru al-amra fasayaquluna al-lahu faqul afala tattaquna
1396,10,32,fadhalikumu al-lahu rabbukumu al-haqu famadha ba'da al-haqi illa ad-dalalu fa-anna tus'rafuna
